keep_frac,context,dense_ms,sparse_only_ms,sparse_only_std,paired_ms,speedup_vs_dense,cost_ratio_r,loss_at_1pct,loss_at_5pct,loss_at_10pct
0.5,4096,199.4942498859018,201.9714000634849,7.6957049372737,284.42635003011674,0.9877351438035065,0.9877351438035065,0.009780743596209987,0.04706249326264863,0.08989433499045853
0.25,4096,199.4942498859018,177.74585005827248,5.078149795048897,316.7139500146732,1.1223567234931184,1.1223567234931184,0.011098996897017219,0.05313596101919769,0.10090997361399393
0.125,4096,199.4942498859018,199.37679986469448,5.783818219610139,306.20334995910525,1.0005890856974684,1.0005890856974684,0.009906764849148392,0.0476457627742892,0.09095777307038902
0.0625,4096,199.4942498859018,189.16250008624047,10.145706578926767,260.04250010009855,1.0546183825808553,1.0546183825808553,0.010436122558874,0.05008964605377859,0.09540070458177496
